date,open,high,low,close,volume,currency,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,cpiaucns,cpiaucns_multiplier,cpi_adj_price,20d_vol_avg,100d_vol_avg,daily_diff,daily_returns,daily_volume_diff,daily_volume_pc_change,gain,loss,7d_avg_gain,7d_avg_loss,7d_rs,7d_rsi,14d_avg_gain,14d_avg_loss,14d_rs,14d_rsi,50d_avg_gain,50d_avg_loss,50d_rs,50d_rsi,200d_avg_gain,200d_avg_loss,200d_rs,200d_rsi,7d_force_index,14d_force_index,7d_cci,14d_cci,log_ret,7d_historic_volatility_of_risk-adjusted_return,14d_historic_volatility_of_risk-adjusted_return,252d_historic_volatility_of_risk-adjusted_return,7d_sharpe_ratio,14d_sharpe_ratio,50d_sharpe_ratio,200d_sharpe_ratio
2019-12-20,2.0441,2.2001,2.0441,2.1538,1166930,USD,474252.320512821,1166930,,,,,-1051650.2168931721,,,1000.0,,,,,,0.0,0.0,,2.2886666666666664,1.9766666666666666,,0.5677350427350432,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.1220999999999997,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-90.0371575881288,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-21,2.1542,2.1561,2.1361,2.1471,318894,USD,506141.72051282454,848036,,,0.15052023556416894,,-1051662.612421924,,,996.8892190546941,,,,,,0.0,0.0,,2.22755,2.0515499999999998,,0.5428977272727282,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.1220999999999997,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.31107809453059243,-0.31156294821189645,-0.31107809453059243,,,,,,-0.006699999999999928,-0.0031107809453059243,-848036.0,,0.0,0.01,,,,,,,,,,,,,,,,,,,,,-0.0031156294821189645,,,,,,,
2019-12-22,2.1468,2.2763,2.1368,2.2763,1096769,USD,1602910.7205128246,1944805,,,0.7688743026106695,,65005.17510262111,,,996.8892190546941,,,,,,0.0,0.0,,2.2748,2.0644666666666667,,1.0071315372424725,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.1601999999999997,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,,2.2001,0.0,1.0,,,,,,,,,,,,,,,,,,,6.01741884402216,5.8433223340681355,5.6876218776116705,,,,,,0.12919999999999998,0.0601741884402216,777875.0,-1.9172664839700202,0.13,0.0,,,,,,,,,,,,,,,,,,,,,0.05843322334068135,,,,,,,
2019-12-23,2.2763,2.3004,2.171,2.1909,498532,USD,1257713.9106210181,1446273,,,0.7566234464387385,,47293.74785177528,,,959.4889030562446,,,,,,0.0,0.0,,2.293641666666667,2.0711916666666665,,0.5381359106915414,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.17225,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,2.1368,2.2001,1.0,0.0,,,,,,,,,,,,,,,,,,,-3.7517023239467484,-3.823889945916903,1.722536911505257,,,,,,-0.08539999999999992,-0.037517023239467484,-598237.0,-1.7690657239273664,0.0,0.09,,,,,,,,,,,,,,,,,,,,,-0.03823889945916903,,,,,,,
2019-12-24,2.1909,2.1989,2.1379,2.1605,158819,USD,1216577.1860308528,1287454,,,-2.5848922358156,,-20907.14177362298,,,946.175441623541,,,,,,0.0,0.0,,2.280266666666667,2.0779066666666663,,0.4081504908743492,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.17225,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,2.1368,2.3004,0.0,1.0,,,,,,,,,,,,,,,,,,,-1.387557624720448,-1.3972741922186005,0.31107809453059243,,,,,,-0.030400000000000205,-0.01387557624720448,-339713.0,-0.43214311384952786,0.0,0.03,,,,,,,,,,,,,,,,,,,,,-0.013972741922186005,,,,,,,
2019-12-25,2.16,2.1656,2.1383,2.1398,149991,USD,1083068.713503381,1137463,,,-0.29940796447786877,,-3640.7862363444783,,,937.1100254506149,,,,,,0.0,0.0,,2.2627555555555556,2.085022222222222,,0.30820205051263017,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.17225,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,2.1368,2.3004,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.9581115482527047,-0.9627309667481598,-0.650013928869897,,,,,,-0.02069999999999972,-0.009581115482527047,-8828.0,-0.9740133583348297,0.0,0.02,,,,,,,,,,,,,,,,,,,,,-0.009627309667481598,,,,,,,
2019-12-26,2.1398,2.194,2.1388,2.1397,211668,USD,878302.9308946863,925795,,,0.3768354215091529,,-1446.9730448586645,,,937.1100254506149,,,,,,0.0,0.0,,2.255604761904762,2.087490476190476,,0.31055970994788257,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.17225,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,2.1368,2.29715,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.004673333956450865,-0.004673443160108093,-0.6546568855046897,,,,,,-0.00010000000000021103,-4.673333956450865e-05,61677.0,-7.986520163117354,0.0,0.0,,,,,,,,,,,,,,,,,,,-30.499062135377496,,-4.673443160108093e-05,,,,,,,
2019-12-27,2.1397,2.1689,2.1394,2.1503,263893,USD,809422.3851319752,1189688,,,-0.1369399718825402,,1297.424867596042,,,937.1100254506149,,,,,,0.0,0.0,,2.24645,2.0919749999999997,,0.3775691859524218,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.17225,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,2.1368,2.293965,0.0,0.0,,,,,,,,,,,,,,,,,,,0.49539655091837,0.49417349984378633,-0.1625034822174687,,,,,,0.010600000000000165,0.0049539655091837,52225.0,-0.15324999594662514,0.01,0.0,0.02,0.02142857142857143,0.9333333333333333,48.275862068965516,,,,,,,,,,,,,-923.6254999999569,,-49.4810444662954,,0.004941734998437863,0.07787630031718187,,,-0.2411153668020478,,,
2019-12-28,2.1503,2.1881,2.1502,2.1793,172586,USD,901862.9075594166,1362274,,,0.3294009942869045,,3634.896227639514,,,949.7483506787542,,,,,,0.0,0.0,,2.242448148148148,2.0967148148148147,,0.566686998068518,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,2.17225,,,2.17225,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,2.1368,2.2908437,0.0,0.0,,,,,,,,,,,,,,,,,,,1.3486490257173411,1.3396357030422412,1.183953941870186,,,,,,0.028999999999999915,0.013486490257173411,-91307.0,-2.748338918142652,0.03,0.0,0.02428571428571429,0.019999999999999997,1.2142857142857146,54.83870967741936,,,,,,,,,,,,,5557.269200000002,,-13.93562730534061,,0.013396357030422412,0.07890675785121272,,,3.0338146201938385,,,
2019-12-29,2.18,2.2433,2.17,2.2099,180375,USD,917857.9621296767,1542649,,,1.5239085239085306,,4860.261920257986,,,949.7483506787542,,,,,,0.0,0.0,2.1733966666666666,2.2463066666666665,2.1004866666666664,6.709313685644133,0.7503314588762431,0.0,0.0,,,,,,0.07290999999999999,,,,,,,,,,,,,,,,,,2.21825,,,2.17225,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,2.1368,2.2877848259999998,0.0,0.0,,,,,,,,,,,,,,,,,,2.2099,1.4041205891800246,1.3943541317493868,2.604698672114414,,,,,,0.030600000000000183,0.014041205891800246,7789.0,-1.0853056173130209,0.03,0.0,0.01,0.019999999999999997,0.5000000000000001,33.33333333333333,,,,,,,,,,,,,-11976.899999999963,,97.29183099731075,,0.013943541317493868,0.048584472765504594,,,-2.965766668022173,,,
2019-12-30,2.2098,2.21,2.1501,2.1596,214914,USD,771113.6783233334,1327735,,,-0.7413849260634455,,-2359.020369749909,,,949.7483506787542,,,,,,0.0,0.0,2.1774533333333332,2.240753333333333,2.1141533333333333,5.814131493059162,0.35897840968931216,0.0,0.0,,,,,,0.07160899999999998,,,,,,,,,,,,,,,,,,2.2186,,,2.17225,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,2.1368,2.2847871294799997,0.0,0.0,,,,,,,,,,,,,,,,,,2.209628984841567,-2.276121091452099,-2.3024246275127336,0.2692914848175354,,,,,,-0.05030000000000001,-0.02276121091452099,34539.0,3.434330466041854,0.0,0.05,0.01,0.014285714285714287,0.7,41.17647058823529,,,,,,,,,,,,,-6726.808199999975,,23.95437262357811,,-0.023024246275127336,0.037209695100541014,,,-2.712372865491007,,,
2019-12-31,2.1596,2.1862,2.1412,2.1458,168424,USD,637123.0294344441,1159311,,,-0.4368439177314414,,-5967.9444086919475,,,943.6793901122757,,,,,,0.0,0.0,2.178583333333333,2.2443833333333334,2.1127833333333332,6.040622728837556,0.2508865248226949,0.0,0.0,,,,,,0.06894809999999998,,,,,2.1710833333333337,,2.165689491859553,,,,,,,,,,,2.21915,,,2.17225,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,2.1368,2.2818493868904,0.0,0.0,,,,,,,,,,,,,,,,,,2.2093469494236193,-0.6390072235599287,-0.6410576141486213,-0.37143653078279826,,,,,,-0.013800000000000257,-0.006390072235599287,-46490.0,-2.3460146501056776,0.0,0.01,0.01,0.011428571428571429,0.875,46.666666666666664,,,,,,,,,,,,,-2475.832799999989,,-41.67273831208087,,-0.006410576141486213,0.03509230194249328,,,-1.7157014735839997,,,
2020-01-01,2.1458,2.1639,2.1421,2.1429,94236,USD,549803.4331041682,1065075,,,-0.2475274841886292,,-1203.599341475606,,,942.4040288338128,,,,,,0.0,0.0,2.1705666666666668,2.2245966666666668,2.1165366666666667,4.978423453168913,0.24396939971620657,0.0,0.0,,,,,,0.06423328999999997,,,,,2.1701750000000004,,2.1621834161888525,,,,,,,,,,,2.1906,,,2.17225,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,2.1368,2.278970399152592,0.0,0.0,,,,,,,,,,,-0.5060822731915642,,,,,,,2.200835881321738,-0.13514773045018025,-0.13523913736093185,-0.506082273191566,257.971,1.0898434320136758,2.335425490462106,,,-0.0028999999999999027,-0.0013514773045018025,-74188.0,0.595784039578404,0.0,0.0,0.01,0.008571428571428572,1.1666666666666667,53.846153846153854,,,,,,,,,,,,,292.13159999998874,,-80.0628233555024,,-0.0013523913736093185,0.033658432205576364,,,0.35849885275960147,,,
2020-01-02,2.1431,2.1525,2.1412,2.1423,383100,USD,241289.2738121405,681975,,1405.8849871943805,-0.018140172278778465,,-234.6236699499235,2.1745605772719783,50.956031433515605,942.4040288338128,,,,,,0.0,0.0,2.1630233333333333,2.2052433333333332,2.120803333333334,3.9037951509229862,0.2545791883783329,0.0,0.0,,,,,,0.058939960999999964,4.60960096784496,,,,2.169775,,2.1591244290828753,,,,,,,,,,,2.1908000000000003,,,2.17225,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,2.1368,2.2761489911695403,0.0,0.0,45.85850013605147,,,,,,38.31447522434659,,-61.68552477565341,,-0.2235573564342562,,,,,,,2.1980193369384735,-0.02799944001119492,-0.028003360586237314,-0.5339400130002669,257.971,1.0898434320136758,2.335425490462106,,,-0.0005999999999999339,-0.0002799944001119492,288864.0,-4.893675527039413,0.0,0.0,0.01,0.008571428571428572,1.1666666666666667,53.846153846153854,,,,,,,,,,,,,996.0600000000604,,-83.23964538411781,-67.23368230389451,-0.00028003360586237314,0.033661290956629154,,,0.2819225358881266,,,
2020-01-03,2.1417,2.2309,2.1408,2.2039,541106,USD,458092.01077107363,1223081,,5966.777074738031,0.6493921708500767,0.006458458766424154,15451.77330883292,2.1876411239108373,56.9267056215826,942.4040288338128,,,,,,0.0,0.0,2.165633333333333,2.2107633333333334,2.1205033333333336,4.167833890009072,0.9239604106654835,0.0,0.0,,,,,,0.06205596489999997,4.687324184385848,,,,2.163741666666667,,2.1660129784547406,,1.12069395906142,0.9615576635047528,0.1591362955566672,,,,-855.4513588803385,-855.4513588803385,0.0,2.1910499999999997,,,2.17225,,0.0,0.0,0.0,,21.982599860917944,21.16976673387097,,,,2.1368,2.2733840113461494,0.0,0.0,57.866474929766284,,,,,,41.26597687157646,,-58.73402312842354,,-3.18060009664807,,,,,,,2.1982166967968215,2.8754142743780076,2.834849996947164,2.326121274027293,257.971,1.0898434320136758,2.335425490462106,,,0.06159999999999988,0.028754142743780076,158006.0,-0.4530090284701451,0.06,0.0,0.017142857142857144,0.008571428571428572,2.0,66.66666666666666,0.018571428571428572,0.015000000000000001,1.2380952380952381,55.319148936170215,,,,,,,,,29003.28159999993,27109.410600000017,79.55168900384275,55.828840802633565,0.02834849996947164,0.044061104642337603,0.08627421433699299,,13.036117513305248,2.399843563825708,,
2020-01-04,2.2065,2.2073,2.1554,2.1681,348371,USD,280214.7179001647,874710,,3332.7115212040244,-0.06704059752390314,-0.009081600739866707,9900.124602964057,2.18974040718149,49.5251036136976,927.0956826147237,,,,,,0.0,0.0,2.168536666666667,2.216126666666667,2.120946666666667,4.389134915864904,0.49541220144287573,0.0,0.0,,,,,,0.061040368409999955,4.855714361374707,,,,2.161841666666667,,2.1663340586924726,,1.0231664866162633,0.9385427919817642,0.08462369463449915,,,,-828.0988281494548,-841.7750935148966,13.67626536544185,2.19135,,,2.17225,,0.0,37.97723968336602,7.327098777620197,,21.982599860917944,21.16976673387097,,,,2.1368,2.2706743311192263,0.0,0.0,50.813025783651156,,,,,,19.132029339853258,32.904160478592104,-80.86797066014674,,-1.0406682185403329,,,,,,,2.1976519482324726,-1.624393121284995,-1.637731023560074,0.6639427987742641,257.971,1.0898434320136758,2.335425490462106,,,-0.035800000000000054,-0.01624393121284995,-192735.0,-2.2197954508056656,0.0,0.04,0.012857142857142859,0.014285714285714287,0.9,47.368421052631575,0.018571428571428572,0.017142857142857144,1.0833333333333333,51.99999999999999,,,,,,,,,-3901.7552000000346,7315.790999999967,19.19168883821302,6.013783324472039,-0.01637731023560074,0.04627673220941429,0.08806259829818143,,-1.0387171592736275,0.7799656851347656,,
2020-01-05,2.1685,2.2005,2.13,2.138,529423,USD,-129055.5445111827,345287,,580.0909753177343,-0.21439378342082152,-0.07931503545640177,-13008.959438555543,2.173979506362592,28.381712732461054,927.0956826147237,,,,,,0.0,0.0,2.1684033333333335,2.2175233333333333,2.119283333333334,4.530522458152737,0.19051981541801685,0.0,0.0,,,,,,0.061986331568999964,4.932957644505749,,,,2.159966666666667,,2.1619749727397846,,0.9911006412773304,1.099201675173419,-0.1081010338960886,,,,-801.1744088318326,-828.2415319538753,27.067123122042744,2.18665,,,2.17225,,0.0,34.66986750834776,9.826642784303711,,21.982599860917944,21.16976673387097,,,,2.1368,2.268018844496842,0.0,0.0,45.762334371206514,,,,,,4.694835680751181,21.6976139640603,-95.30516431924882,,-1.0414255959268672,,,,,,,2.197373070139229,-1.3883123472164582,-1.3980395372054533,-0.7335871482960332,257.971,1.0898434320136758,2.335425490462106,,,-0.030100000000000016,-0.013883123472164582,181052.0,-1.939383090772304,0.0,0.03,0.008571428571428574,0.018571428571428572,0.4615384615384616,31.578947368421055,0.009285714285714286,0.019285714285714288,0.48148148148148145,32.5,,,,,,,,,-38065.513700000156,-73219.20090000005,-39.44303468019898,-50.65186146194964,-0.013980395372054533,0.044326282864025505,0.06319402462339878,,-3.3209957428187855,-3.177023797119178,,
2020-01-06,2.1386,2.1908,2.1335,2.1847,555767,USD,308380.61081167887,901054,,4204.980678843769,-0.03196123555374684,-0.1356425127415793,4789.486880649152,2.167504815246561,42.060074489364965,927.0956826147237,,,,,,0.0,0.0,2.1700833333333334,2.221983333333333,2.118183333333334,4.783226450597099,0.6408156711624893,0.0,0.0,,,,,,0.06151769841209993,4.839584265944056,,,,2.1637083333333336,,2.165471130779818,,0.9458092485549252,1.1583815028901876,-0.2125722543352624,,,,-774.8684949910634,-814.8982727131723,40.029777722108975,2.18665,,,2.17225,,0.0,32.21426489607408,9.13063984500184,,21.982599860917944,21.16976673387097,,,,2.1368,2.262498090716968,0.0,0.0,53.487084021748586,,,,,,48.27890556045886,24.035256860354433,-51.72109443954114,,2.0983269464435796,,,,,,,2.197148079657443,2.1842843779232846,2.1607706747056588,1.4346736001485727,257.971,1.0898434320136758,2.335425490462106,,,0.046699999999999964,0.021842843779232846,26344.0,-0.8544948412610742,0.05,0.0,0.015714285714285715,0.011428571428571429,1.375,57.89473684210526,0.012857142857142857,0.012857142857142859,0.9999999999999999,50.0,,,,,,,,,13949.75169999982,-3445.755400000114,28.75670537108861,17.597343295974444,0.021607706747056588,0.0452895826890884,0.0567732536542888,,3.6587304688595803,-0.39969973342255405,,
2020-01-07,2.1848,2.2397,2.1333,2.1619,1773934,USD,-511897.1410680202,-872880,,-2173.687303848124,0.14605052950109787,0.05942482763818483,-6373.625745809681,2.1709813244286766,61.7086346300269,927.0956826147237,,,,,,0.0,0.0,2.1706600000000003,2.2294099999999997,2.111910000000001,5.413100163083985,0.4254468085106367,0.0,0.0,,,,,,0.06600592857088992,4.6808134495245675,,,,2.1655583333333333,,2.164921726044461,,0.9937618660157423,0.9446704637917114,0.04909140222403097,,,,-748.2972261869878,-801.5780634079354,53.28083722094755,2.18485,,,2.17225,,0.0,33.919462281866004,7.997846569105022,,21.982599860917944,21.16976673387097,,,,2.1368,2.2571981670882892,0.0,0.0,49.760820167998055,,,,,,28.15533980582543,27.04302701567849,-71.84466019417457,,1.0375286255082592,,,,,,,2.196795537230271,-1.0436215498695334,-1.0491054671628253,0.3760794874176021,257.971,1.0898434320136758,2.335425490462106,,,-0.02279999999999971,-0.010436215498695334,1218167.0,45.240775888247796,0.0,0.02,0.015714285714285715,0.012857142857142859,1.222222222222222,55.0,0.012857142857142857,0.012142857142857144,1.0588235294117645,51.42857142857142,,,,,,,,,28560.3374000004,2483.5076000005142,54.1212763906326,52.116836232363625,-0.010491054671628253,0.046309283854479064,0.05596481560098055,,1.9894575749454169,-0.00685761337721606,,
2020-01-08,2.1593,2.2055,2.1343,2.1742,1778394,USD,-297091.1242140882,905514,-0.028011276144945686,1261.731768130117,-0.06645996331521628,0.0760639705783743,-8395.091821498761,2.1715478284827365,47.77102134477493,927.0956826147237,2.1684500000000004,2.2334637370099584,2.1034362629900425,5.996332588711562,0.5442214235363733,0.0,0.0,2.16702,2.2255599999999998,2.1084800000000006,5.402811233860287,0.56132558934062,0.0,0.0,2.0441,2.3004,2.17225,11.81950240955521,0.5076082715567699,0.0665253357138009,4.419041710360962,,,,2.16755,,2.166349152806852,,0.9948803276590406,0.9489312683988329,0.04594905926020765,,,0.010849999999999582,-721.4312948492111,-788.2202686481481,66.78897379893704,2.18485,,,2.17225,,0.0,31.135705960817866,7.34146659006797,3.9344262295098935,21.982599860917944,21.16976673387097,,,,2.1368,2.2521102404047575,0.0,0.0,51.715118232419535,,,,,,39.011473962930225,38.4819064430715,-60.988526037069775,,1.111472817746352,,,,,,,2.1963389587757627,0.5689439844581035,0.5673316109481186,0.9471631534961444,257.971,1.0898434320136758,2.335425490462106,530306.3,,0.012299999999999756,0.005689439844581035,4460.0,-0.9963387614341876,0.01,0.0,0.017142857142857144,0.012857142857142859,1.3333333333333333,57.14285714285714,0.013571428571428571,0.010714285714285716,1.2666666666666664,55.88235294117647,,,,,,,,,55663.732199999795,61176.75359999958,8.391838075301777,13.625917541336735,0.005673316109481186,0.046413730557204845,0.0552030345223336,,4.989526372096903,2.3222463517000045,,
2020-01-09,2.1742,2.1769,2.1352,2.1594,1059355,USD,-126883.00670808199,-153841,-0.0572588852710153,-1158.2947701741402,-0.054518551382680164,0.045252972514671926,2906.9287130440316,2.170027309457476,40.16947594549174,920.7848482376206,2.1687300000000005,2.233536854575732,2.103923145424269,5.97647974397287,0.42801687366960917,0.0,0.0,2.165413333333334,2.222133333333333,2.108693333333334,5.238722707289086,0.4469910672308422,0.0,0.0,2.13,2.3004,2.2152,7.857132976442427,0.1725352112676076,0.06404280214242078,4.162772290391719,,,,2.1658916666666665,,2.1652800523750284,,0.9953112789789123,1.022271424850233,-0.026960145871320673,,,0.04116999999999971,-676.1686124659624,-772.2128891935502,96.04427672758777,2.18485,,,2.17225,,0.0,29.60333591069303,6.980150114996891,-52.92771903790186,21.982599860917944,21.16976673387097,,,,2.1368,2.247225830788567,0.0,0.0,49.23341683320865,,,,,,25.948808473080554,31.038540747278734,-74.05119152691944,,-0.9131372459046393,,,,,,,2.196182819582809,-0.6807101462606768,-0.6830375456859827,0.2600055715479721,257.971,1.0898434320136758,2.335425490462106,524927.55,,-0.014799999999999702,-0.006807101462606768,-719039.0,-162.2195067264574,0.0,0.01,0.017142857142857144,0.014285714285714287,1.2,54.54545454545455,0.013571428571428571,0.01142857142857143,1.1874999999999998,54.285714285714285,,,,,,,,,18114.970500000123,20869.29350000029,-104.8309178743878,-57.56657766823731,-0.006830375456859827,0.047255507722711323,0.05577382894631712,,2.112543829790362,1.1534221270283067,,
